Date,Price
2015-08-21,0.000142280421827
2015-08-22,0.0001417256226091
2015-08-23,0.0001371378679296
2015-08-24,0.0001256342841253
2015-08-25,0.0001292608128871
2015-08-26,0.0001310040013601
2015-08-27,0.0001285079029499
2015-08-28,0.0001314038046026
2015-08-29,0.0001310914377375
2015-08-30,0.0001290230271443
2015-08-31,0.0001291356786702
2015-09-01,0.0001271654624261
2015-09-02,0.0001258007920469
2015-09-03,0.0001214416703774
2015-09-04,0.0001237267090821
2015-09-05,0.0001297688149044
2015-09-06,0.0001326669284363
2015-09-07,0.0001292040773278
2015-09-08,0.0001314084228617
2015-09-09,0.0001281343364147
2015-09-10,0.0001291092160573
2015-09-11,0.000131171791684
2015-09-12,0.0001262428748016
2015-09-13,0.0001240643393237
2015-09-14,0.000124387891435
2015-09-15,0.0001226402117309
2015-09-16,0.000121312241773
2015-09-17,0.0001245576058543
2015-09-18,0.000124407563048
2015-09-19,0.0001251887213357
2015-09-20,0.0001250800650921
2015-09-21,0.0001260343185807
2015-09-22,0.0001242297798353
2015-09-23,0.0001213106263008
2015-09-24,0.0001223806152239
2015-09-25,0.000120617950341
2015-09-26,0.0001208728061666
2015-09-27,0.0001206829571858
2015-09-28,0.000122429479364
2015-09-29,0.0001207109204166
2015-09-30,0.0001221400672234
2015-10-01,0.0001221289311511
2015-10-02,0.0001209338801737
2015-10-03,0.000120748358792
2015-10-04,0.0001175111087925
2015-10-05,0.0001162030633317
2015-10-06,0.0001204800814781
2015-10-07,0.000118398780046
2015-10-08,0.0001180488293715
2015-10-09,0.0001178668102075
2015-10-10,0.0001176097906559
2015-10-11,0.0001203987612726
2015-10-12,0.0001178817062796
2015-10-13,0.0001200312965426
2015-10-14,0.0001182775179521
2015-10-15,0.0001192109354923
2015-10-16,0.000118418136581
2015-10-17,0.000117429278926
2015-10-18,0.0001172341436468
2015-10-19,0.0001166563542782
2015-10-20,0.0001170278958882
2015-10-21,0.0001163290978794
2015-10-22,0.0001162157851412
2015-10-23,0.000113974111542
2015-10-24,0.0001147039906785
2015-10-25,0.0001126589979213
2015-10-26,0.0001145144322118
2015-10-27,0.0001172973057523
2015-10-28,0.0001207615554097
2015-10-29,0.0001317820018638
2015-10-30,0.0001379627577362
2015-10-31,0.0001285648070636
2015-11-01,0.0001337011571281
2015-11-02,0.0001372591986357
2015-11-03,0.0001460285818734
2015-11-04,0.000133805264278
2015-11-05,0.0001382398960702
2015-11-06,0.0001379436411617
2015-11-07,0.0001408364984044
2015-11-08,0.0001324083441959
2015-11-09,0.0001332661696004
2015-11-10,0.0001204754577695
2015-11-11,0.0001219021184749
2015-11-12,0.0001304944150069
2015-11-13,0.0001327653438972
2015-11-14,0.0001299187542402
2015-11-15,0.0001254112862008
2015-11-16,0.0001305393914531
2015-11-17,0.0001323070028575
2015-11-18,0.0001344115713299
2015-11-19,0.0001305855789461
2015-11-20,0.0001279863276675
2015-11-21,0.0001309756468474
2015-11-22,0.0001266396048075
2015-11-23,0.0001290120173232
2015-11-24,0.0001282558210817
2015-11-25,0.0001339860142971
2015-11-26,0.0001336578443489
2015-11-27,0.0001338655245561
2015-11-28,0.0001317084588487
2015-11-29,0.0001331415926122
2015-11-30,0.0001294561167987
2015-12-01,0.0001271080364167
2015-12-02,0.0001290143457481
2015-12-03,0.0001270251532458
2015-12-04,0.0001290968134969
2015-12-05,0.0001316142798995
2015-12-06,0.0001282000626697
2015-12-07,0.0001281471877093
2015-12-08,0.0001450367352163
